010847000654766321ANT7T3KA311726033110231853
010843523230050521TNCW7D02MD6A10V4TP1172505317128342594
01084700069709041726053110V00221SRK819FGA8FN1X
010847000694711121JG4FGW0FWM000A10147016010117250930
010847000700588921016155286963841726043010TBLZ
0108470006709382211082464896195410NB226517260430
01084700070382831725013110DK17721397997676722
010847000670166921CWNF2V6PEG7GE17270430103805
010847000698208221F065AWAAVW71269820821725013110205437
010847000700681721PE42EEADPA9HW41728033110V067127006817
0108410840049947217HGPVAACCEH110T49172503317129577537
01189010791063361726103110HFZ022058218058271392047127035497
0108470007210764211002664707361010A59112B17260430
